Skecos6	K06685
Skemar86640	K15027
Skemar86644	K03596
Skemar86647	K14834
Skemar86728	K14816
Skemar86743	K08884
Skemar86755	K10706
Skemar86806	K03253
Skemar86812	K14401
Skemar86830	K11093
Skemar86843	K05293
Skemar86844	K03341
Skemar86857	K00517
Skemar86865	K11262
Skemar86873	K18158
Skemar86889	K14846
Skemar86903	K10582
Skemar86904	K03131
Skemar86923	K11644
Skemar86955	K03470
Skemar86956	K06628
Skemar86961	K14558
Skemar86968	K15172
Skemar86969	K07508
Skemar86986	K01092
Skemar86995	K08869
Skemar87008	K01802
Skemar87010	K16344
Skemar87013	K03424
Skemar87016	K07208
Skemar87025	K14549
Skemar87042	K00710
Skemar87080	K05302
Skemar87081	K05289
Skemar87083	K13179
Skemar87088	K06883
Skemar87095	K01280
Skemar87123	K11322
Skemar87126	K09584
Skemar87146	K06677
Skemar87163	K04649
Skemar87180	K00510
Skemar87182	K14824
Skemar87209	K00849
Skemar87231	K11323
Skemar87242	K07513
Skemar87243	K17790
Skemar87247	K06889
Skemar87260	K13199
Skemar87262	K14565
Skemar87266	K01802
Skemar87268	K02885
Skemar87274	K02734
Skemar87309	K03671
Skemar87311	K05357
Skemar87328	K02728
Skemar87330	K03661
Skemar87332	K16302
Skemar87333	K00432
Skemar87345	K15637
Skemar87353	K15272
Skemar87357	K07515
Skemar87360	K03849
Skemar87361	K17616
Skemar87365	K14012
Skemar87372	K01814
Skemar87382	K00820
Skemar87387	K00894
Skemar87392	K02503
Skemar87393	K01101
Skemar87396	K03495
Skemar87406	K00323
Skemar87407	K01895
Skemar87424	K11098
Skemar87425	K15153
Skemar87433	K03846
Skemar87439	K12816
Skemar87444	K12733
Skemar87457	K00566
Skemar87464	K07023
Skemar87486	K12386
Skemar87489	K09550
Skemar87491	K14859
Skemar87499	K10258
Skemar87504	K03798
Skemar87509	K12307
Skemar87511	K13116
Skemar87512	K12825
Skemar87529	K11368
Skemar87530	K03163
Skemar87532	K02969
Skemar87536	K03428
Skemar87542	K14005
Skemar87554	K14648
Skemar87570	K02147
Skemar87572	K03030
Skemar87585	K02872
Skemar87597	K03255
Skemar87620	K15289
Skemar87621	K06027
Skemar87622	K02180
Skemar87628	K11883
Skemar87629	K01011
Skemar87635	K10756
Skemar87646	K14376
Skemar87666	K16274
Skemar87673	K01183
Skemar87675	K17796
Skemar87681	K01958
Skemar87691	K17279
Skemar87708	K02224
Skemar87714	K00817
Skemar87723	K18041
Skemar87725	K14768
Skemar87737	K00022
Skemar87739	K02154
Skemar87752	K07025
Skemar87768	K03453
Skemar87770	K04077
Skemar87771	K03575
Skemar87774	K00799
Skemar87775	K10256
Skemar87777	K03932
Skemar87779	K00323
Skemar87794	K06911
Skemar87795	K00655
Skemar87796	K17279
Skemar87800	K08568
Skemar87801	K01244
Skemar87807	K02894
Skemar87809	K00940
Skemar87818	K04078
Skemar87824	K00928
Skemar87829	K01689
Skemar87842	K15356
Skemar87856	K01923
Skemar87880	K17972
Skemar87884	K09391
Skemar87887	K06674
Skemar87894	K00464
Skemar87895	K14775
Skemar87898	K10251
Skemar87899	K00231
Skemar87903	K04505
Skemar87916	K13126
Skemar87917	K15849
Skemar87918	K17732
Skemar87919	K12619
Skemar87927	K03521
Skemar87929	K01965
Skemar87933	K01792
Skemar87942	K00919
Skemar87945	K04799
Skemar87946	K01893
Skemar87972	K00611
Skemar87979	K01875
Skemar87988	K01772
Skemar88003	K16302
Skemar88004	K08568
Skemar88012	K17777
Skemar88014	K14847
Skemar88017	K13800
Skemar88043	K03564
Skemar88053	K12948
Skemar88056	K03321
Skemar88057	K00213
Skemar88060	K13941
Skemar88076	K02873
Skemar88101	K14411
Skemar88104	K00944
Skemar88122	K00432
Skemar88129	K02731
Skemar88136	K05236
Skemar88137	K01834
Skemar88149	K15272
Skemar88153	K14007
Skemar88158	K03885
Skemar88161	K00248
Skemar88171	K10689
Skemar88172	K09660
Skemar88177	K07304
Skemar88179	K10415
Skemar88205	K15272
Skemar88227	K03348
Skemar88229	K04371
Skemar88231	K12832
Skemar88237	K02983
Skemar88240	K00416
Skemar88241	K00078
Skemar88246	K14799
Skemar88255	K01897
Skemar88256	K02518
Skemar88257	K01649
Skemar88269	K12400
Skemar88286	K12867
Skemar88288	K03439
Skemar88292	K15452
Skemar88331	K02959
Skemar88332	K02291
Skemar88362	K00616
Skemar88363	K05665
Skemar88376	K01419
Skemar88378	K14753
Skemar88380	K14771
Skemar88396	K09562
Skemar88399	K14721
Skemar88403	K02880
Skemar88404	K03231
Skemar88423	K10534
Skemar88426	K03531
Skemar88427	K01889
Skemar88446	K00134
Skemar88447	K01834
Skemar88449	K02883
Skemar88450	K09481
Skemar88452	K03236
Skemar88453	K02357
Skemar88454	K02868
Skemar88455	K00981
Skemar88456	K12347
Skemar88461	K05765
Skemar88473	K00856
Skemar88478	K05917
Skemar88484	K16302
Skemar88494	K09771
Skemar88519	K07252
Skemar88535	K10144
Skemar88538	K01082
Skemar88539	K00940
Skemar88541	K13628
Skemar88553	K00215
Skemar88555	K00953
Skemar88556	K08490
Skemar88558	K03955
Skemar88563	K14016
Skemar88566	K05309
Skemar88568	K15382
Skemar88570	K10751
Skemar88577	K12625
Skemar88578	K01939
Skemar88585	K01312
Skemar88587	K00162
Skemar88588	K00600
Skemar88594	K01695
Skemar88595	K09497
Skemar88598	K14837
Skemar88599	K12598
Skemar88610	K00507
Skemar88613	K00655
Skemar88616	K00574
Skemar88629	K03327
Skemar88630	K15272
Skemar88633	K01696
Skemar88673	K15171
Skemar88674	K14843
Skemar88681	K14857
Skemar88692	K03155
Skemar88699	K01876
Skemar88700	K00145
Skemar88704	K14819
Skemar88722	K11839
Skemar88751	K01755
Skemar88752	K01637
Skemar88753	K01866
Skemar88758	K03696
Skemar88791	K00729
Skemar88800	K14852
Skemar88803	K15272
Skemar88804	K07565
Skemar88805	K00528
Skemar88810	K03178
Skemar88824	K06177
Skemar88829	K15584
Skemar88830	K03327
Skemar88847	K03869
Skemar88857	K11843
Skemar88867	K17917
Skemar88880	K02934
Skemar88884	K14850
Skemar88904	K02183
Skemar88907	K17900
Skemar88909	K02870
Skemar88918	K14840
Skemar88919	K17808
Skemar88921	K08869
Skemar88922	K12619
Skemar88939	K00888
Skemar88944	K02257
Skemar88946	K14326
Skemar88948	K03120
Skemar88955	K00873
Skemar88971	K00826
Skemar88983	K00166
Skemar88987	K01934
Skemar88988	K02540
Skemar88999	K02210
Skemar89010	K15026
Skemar89014	K17268
Skemar89033	K03773
Skemar89034	K08902
Skemar89037	K02150
Skemar89047	K08738
Skemar89052	K14709
Skemar89053	K02906
Skemar89055	K15104
Skemar89081	K07375
Skemar89090	K07304
Skemar89102	K11578
Skemar89110	K07002
Skemar89153	K07877
Skemar89169	K00891
Skemar89171	K03139
Skemar89176	K06125
Skemar89181	K13535
Skemar89185	K03667
Skemar89197	K17785
Skemar89198	K03257
Skemar89206	K17086
Skemar89210	K10956
Skemar89214	K01166
Skemar89215	K12947
Skemar89218	K00472
Skemar89224	K02924
Skemar89247	K14347
Skemar89255	K15272
Skemar89256	K06942
Skemar89262	K04505
Skemar89269	K04718
Skemar89275	K00943
Skemar89304	K03426
Skemar89306	K03263
Skemar89327	K09613
Skemar89341	K06063
Skemar89357	K01893
Skemar89363	K05546
Skemar89369	K01951
Skemar89372	K12872
Skemar89375	K12591
Skemar89391	K12524
Skemar89401	K01597
Skemar89406	K14820
Skemar89414	K11173
Skemar89416	K02209
Skemar89418	K13093
Skemar89423	K06443
Skemar89430	K06672
Skemar89431	K01634
Skemar89433	K09490
Skemar89434	K08568
Skemar89438	K00816
Skemar89439	K00566
Skemar89442	K13348
Skemar89446	K11308
Skemar89447	K03978
Skemar89453	K17605
Skemar89461	K00067
Skemar89464	K06638
Skemar89465	K00826
Skemar89472	K12604
Skemar89475	K01870
Skemar89478	K00670
Skemar89486	K08906
Skemar89505	K10733
Skemar89514	K02943
Skemar89524	K12622
Skemar89533	K03660
Skemar89535	K11294
Skemar89545	K14950
Skemar89553	K03639
Skemar89554	K02978
Skemar89558	K10770
Skemar89572	K12572
Skemar89575	K01807
Skemar89577	K10686
Skemar89592	K01649
Skemar89610	K00606
Skemar89616	K07019
Skemar89627	K02219
Skemar89632	K15296
Skemar89634	K02876
Skemar89637	K02949
Skemar89638	K12857
Skemar89642	K00432
Skemar89645	K02973
Skemar89647	K02717
Skemar89651	K06215
Skemar89662	K00344
Skemar89664	K07374
Skemar89666	K02912
Skemar89668	K03953
Skemar89670	K01647
Skemar89698	K03801
Skemar89746	K06158
Skemar89800	K10755
Skemar89805	K17261
Skemar89807	K02903
Skemar89809	K01166
Skemar89813	K00058
Skemar89818	K03106
Skemar89825	K03027
Skemar89827	K17497
Skemar89829	K00630
Skemar89834	K05539
Skemar89835	K00861
Skemar89838	K11364
Skemar89843	K10685
Skemar89847	K11493
Skemar89859	K01966
Skemar89863	K14821
Skemar89866	K01669
Skemar89869	K15331
Skemar89890	K06174
Skemar89893	K03885
Skemar89896	K12821
Skemar89897	K02520
Skemar89901	K00384
Skemar89910	K01887
Skemar89914	K14965
Skemar89928	K09595
Skemar89933	K00020
Skemar89935	K01537
Skemar89936	K17805
Skemar89941	K01783
Skemar89945	K01807
Skemar89949	K09518
Skemar89959	K00901
Skemar89962	K06943
Skemar89963	K00411
Skemar89968	K07893
Skemar89985	K17339
Skemar89988	K03014
Skemar89990	K03321
Skemar89991	K11092
Skemar89993	K02144
Skemar89994	K09522
Skemar89998	K00058
Skemar90007	K03010
Skemar90020	K13119
Skemar90029	K11086
Skemar90031	K01256
Skemar90034	K14309
Skemar90041	K08272
Skemar90055	K03671
Skemar90056	K03260
Skemar90058	K17680
Skemar90061	K10661
Skemar90068	K02993
Skemar90073	K01858
Skemar90080	K00873
Skemar90081	K11548
Skemar90092	K04508
Skemar90096	K15507
Skemar90103	K14777
Skemar90124	K12611
Skemar90139	K01759
Skemar90150	K03921
Skemar90151	K03107
Skemar90152	K12397
Skemar90160	K01764
Skemar90186	K12178
Skemar90188	K01100
Skemar90192	K00914
Skemar90195	K00486
Skemar90203	K01918
Skemar90224	K00615
Skemar90235	K01354
Skemar90236	K02865
Skemar90244	K10436
Skemar90248	K17301
Skemar90266	K03248
Skemar90267	K00799
Skemar90269	K01103
Skemar90271	K02639
Skemar90280	K03305
Skemar90282	K15276
Skemar90287	K00413
Skemar90293	K01534
Skemar90311	K14709
Skemar90337	K15224
Skemar90358	K17866
Skemar90361	K02935
Skemar90363	K08678
Skemar90416	K08735
Skemar90443	K02976
Skemar90452	K01867
Skemar90455	K02936
Skemar90458	K12489
Skemar90460	K00382
Skemar90464	K02938
Skemar90465	K01365
Skemar90468	K17087
Skemar90469	K10960
Skemar90490	K01586
Skemar90499	K01876
Skemar90500	K02355
Skemar90505	K00472
Skemar90512	K15414
Skemar90513	K17822
Skemar90515	K08790
Skemar90519	K10418
Skemar90527	K03664
Skemar90530	K05034
Skemar90536	K00826
Skemar90538	K03844
Skemar90549	K00752
Skemar90558	K14839
Skemar90560	K01412
Skemar90580	K00641
Skemar90584	K00797
Skemar90590	K13509
Skemar90591	K12863
Skemar90623	K01069
Skemar90628	K00670
Skemar90651	K00670
Skemar90655	K08850
Skemar90657	K16732
Skemar90674	K09488
Skemar90681	K01738
Skemar90689	K14312
Skemar90693	K09647
Skemar90704	K00784
Skemar90725	K06067
Skemar90744	K14457
Skemar90751	K14838
Skemar90763	K13100
Skemar90767	K14306
Skemar90770	K00814
Skemar90777	K02980
Skemar90804	K02684
Skemar90806	K07200
Skemar90822	K05290
Skemar90839	K16055
Skemar90848	K00383
Skemar90852	K01850
Skemar90853	K09595
Skemar90856	K12196
Skemar90895	K00106
Skemar90928	K14015
Skemar90935	K04040
Skemar90936	K02900
Skemar90960	K14535
Skemar90974	K06911
Skemar90982	K06892
Skemar91010	K07512
Skemar91012	K03635
Skemar91030	K07556
Skemar91031	K08658
Skemar91041	K17553
Skemar91059	K04564
Skemar91087	K16794
Skemar91090	K12883
Skemar91093	K09650
Skemar91114	K01724
Skemar91121	K09565
Skemar91125	K00472
Skemar91128	K01079
Skemar91129	K15277
Skemar91136	K00053
Skemar91138	K02863
Skemar91141	K03262
Skemar91142	K01354
Skemar91144	K15045
Skemar91149	K02155
Skemar91155	K01437
Skemar91158	K03097
Skemar91161	K03094
Skemar91163	K11827
Skemar91166	K01191
Skemar91167	K02146
Skemar91177	K08343
Skemar91178	K12393
Skemar91180	K01414
Skemar91214	K06185
Skemar91228	K15100
Skemar91237	K03033
Skemar91239	K01754
Skemar91240	K07466
Skemar91246	K17989
Skemar91272	K03687
Skemar91291	K07098
Skemar91296	K15279
Skemar91299	K01175
Skemar91300	K06874
Skemar91303	K14209
Skemar91306	K07376
Skemar91314	K02991
Skemar91317	K12624
Skemar91324	K16911
Skemar91334	K12616
Skemar91335	K15255
Skemar91339	K10393
Skemar91354	K15178
Skemar91357	K15542
Skemar91366	K01534
Skemar91382	K15443
Skemar91384	K03002
Skemar91393	K06671
Skemar91394	K01303
Skemar91410	K07568
Skemar91422	K03132
Skemar91443	K01008
Skemar91458	K01267
Skemar91461	K00390
Skemar91473	K11166
Skemar91479	K18156
Skemar91491	K08994
Skemar91498	K01823
Skemar91499	K12879
Skemar91500	K10754
Skemar91518	K14554
Skemar91532	K08835
Skemar91533	K03256
Skemar91534	K01256
Skemar91535	K01147
Skemar91540	K03301
Skemar91543	K00797
Skemar91553	K10755
Skemar91555	K05928
Skemar91559	K13993
Skemar91560	K10704
Skemar91561	K14823
Skemar91566	K18172
Skemar91593	K03626
Skemar91610	K11135
Skemar91695	K17618
Skemar91711	K10846
Skemar91712	K10743
Skemar91726	K01057
Skemar91755	K02636
Skemar91767	K06180
Skemar91768	K02864
Skemar91771	K00627
Skemar91781	K06100
Skemar91783	K01595
Skemar91787	K14209
Skemar91788	K02685
Skemar91789	K14293
Skemar91810	K00654
Skemar91816	K03782
Skemar91820	K00930
Skemar91822	K12160
Skemar91825	K12580
Skemar91827	K03254
Skemar91829	K00993
Skemar91850	K02729
Skemar91860	K01142
Skemar91862	K10249
Skemar91867	K02895
Skemar91894	K10688
Skemar91897	K05662
Skemar91900	K14264
Skemar91908	K01810
Skemar91911	K01493
Skemar91927	K13348
Skemar91928	K07152
Skemar91932	K02367
Skemar91936	K02155
Skemar91954	K02365
Skemar91968	K15276
Skemar91976	K01702
Skemar91977	K14538
Skemar91981	K01537
Skemar91995	K03354
Skemar92001	K00457
Skemar92025	K17292
Skemar92035	K12847
Skemar92038	K06184
Skemar92044	K11547
Skemar92046	K10878
Skemar92048	K14455
Skemar92052	K15100
Skemar92059	K02923
Skemar92066	K00121
Skemar92068	K14809
Skemar92072	K06961
Skemar92086	K12829
Skemar92105	K04498
Skemar92112	K08246
Skemar92115	K11884
Skemar92118	K14552
Skemar92124	K12479
Skemar92131	K01738
Skemar92143	K13337
Skemar92147	K15223
Skemar92155	K14769
Skemar92160	K08903
Skemar92184	K06176
Skemar92186	K15371
Skemar92199	K11294
Skemar92218	K07897
Skemar92223	K08876
Skemar92224	K02144
Skemar92231	K10842
Skemar92337	K07953
Skemar92342	K03250
Skemar92347	K09925
Skemar92352	K18183
Skemar92354	K11094
Skemar92359	K00761
Skemar92360	K03063
Skemar92362	K02910
Skemar92363	K02981
Skemar92383	K01255
Skemar92392	K01784
Skemar92394	K06118
Skemar92395	K06130
Skemar92397	K12394
Skemar92400	K00801
Skemar92401	K12183
Skemar92414	K16365
Skemar92419	K03265
Skemar92425	K01873
Skemar92426	K03364
Skemar92427	K01379
Skemar92428	K02115
Skemar92429	K10747
Skemar92430	K01365
Skemar92436	K02732
Skemar92449	K06119
Skemar92459	K08065
Skemar92470	K11145
Skemar92480	K07393
Skemar92484	K10807
Skemar92489	K04648
Skemar92491	K12524
Skemar92510	K01724
Skemar92511	K00654
Skemar92514	K13412
Skemar92519	K11088
Skemar92537	K00773
Skemar92543	K11414
Skemar92546	K00624
Skemar92551	K03522
Skemar92553	K15900
Skemar92569	K14298
Skemar92575	K14569
Skemar92580	K00972
Skemar92584	K01424
Skemar92587	K01514
Skemar92589	K16833
Skemar92611	K03106
Skemar92615	K00366
Skemar92648	K14855
Skemar92649	K14415
Skemar92715	K01881
Skemar92721	K00589
Skemar92723	K14553
Skemar92725	K17757
Skemar92726	K14416
Skemar92750	K04802
Skemar92754	K12946
Skemar92758	K00814
Skemar92760	K16914
Skemar92771	K00729
Skemar92788	K01624
Skemar92792	K13754
Skemar92804	K03066
Skemar92807	K00949
Skemar92809	K13205
Skemar92839	K15382
Skemar92868	K04082
Skemar92879	K05868
Skemar92906	K03676
Skemar92907	K03704
Skemar92935	K01920
Skemar92941	K08506
Skemar92951	K03797
Skemar92959	K01870
Skemar92960	K03696
Skemar92963	K03019
Skemar93008	K17263
Skemar93032	K03242
Skemar93063	K12823
Skemar93068	K01803
Skemar93069	K00434
Skemar93070	K17781
Skemar93072	K01115
Skemar93074	K14844
Skemar93075	K07304
Skemar93079	K03627
Skemar93081	K00948
Skemar93082	K00052
Skemar93083	K00226
Skemar93084	K03969
Skemar93089	K02942
Skemar93098	K02221
Skemar93100	K07238
Skemar93102	K10206
Skemar93106	K00800
Skemar93107	K11717
Skemar93128	K00503
Skemar93135	K14326
Skemar93139	K00831
Skemar93162	K14299
Skemar93163	K03320
Skemar93167	K00225
Skemar93173	K02267
Skemar93185	K01265
Skemar93199	K14863
Skemar93217	K15335
Skemar93218	K03644
Skemar93220	K13917
Skemar93222	K01001
Skemar93238	K11165
Skemar93249	K01057
Skemar93253	K16575
Skemar93256	K14347
Skemar93259	K04798
Skemar93268	K01693
Skemar93272	K01265
Skemar93275	K16803
Skemar93278	K01952
Skemar93280	K06631
Skemar93281	K07112
Skemar93286	K07238
Skemar93287	K03145
Skemar93309	K01427
Skemar93313	K11274
Skemar93319	K03372
Skemar93334	K01847
Skemar93339	K17496
Skemar93345	K01897
Skemar93352	K00640
Skemar93358	K11754
Skemar93359	K13076
Skemar93360	K01365
Skemar93363	K17430
Skemar93388	K09529
Skemar93389	K13171
Skemar93394	K01711
Skemar93405	K17686
Skemar93406	K08794
Skemar93407	K01900
Skemar93412	K02975
Skemar93423	K08766
Skemar93429	K12587
Skemar93430	K00036
Skemar93431	K04708
Skemar93437	K15263
Skemar93444	K00888
Skemar93453	K03574
Skemar93458	K02898
Skemar93470	K07750
Skemar93494	K17686
Skemar93495	K04536
Skemar93497	K06639
Skemar93503	K05292
Skemar93512	K10597
Skemar93555	K09578
Skemar93560	K08901
Skemar93561	K06689
Skemar93563	K03637
Skemar93594	K03671
Skemar93596	K00235
Skemar93599	K00995
Skemar93602	K01358
Skemar93608	K03237
Skemar93611	K06287
Skemar93612	K08675
Skemar93613	K11251
Skemar93617	K13421
Skemar93625	K07555
Skemar93633	K09499
Skemar93634	K06182
Skemar93679	K06980
Skemar93681	K15033
Skemar93683	K12179
Skemar93687	K04794
Skemar93711	K02871
Skemar93744	K17086
Skemar93751	K02838
Skemar93755	K00789
Skemar93756	K00872
Skemar93758	K11090
Skemar93768	K09765
Skemar93780	K17868
Skemar93783	K11131
Skemar93784	K13963
Skemar93794	K08504
Skemar93805	K09569
Skemar93809	K01940
Skemar93816	K13348
Skemar93820	K02641
Skemar93823	K00799
Skemar93835	K12399
Skemar93853	K00794
Skemar93855	K01340
Skemar93874	K03006
Skemar93883	K00559
Skemar93912	K00472
Skemar93915	K02327
Skemar93917	K01535
Skemar93921	K02941
Skemar93923	K00472
Skemar93927	K12599
Skemar93932	K13783
Skemar93933	K07304
Skemar93940	K12613
Skemar93941	K03217
Skemar93942	K17618
Skemar93943	K01809
Skemar93945	K06254
Skemar93963	K17255
Skemar93965	K06972
Skemar93973	K03514
Skemar93989	K13507
Skemar93996	K12844
Skemar93999	K02932
Skemar94001	K13347
Skemar94014	K00889
Skemar94015	K00002
Skemar94019	K02541
Skemar94022	K03650
Skemar94030	K01230
Skemar94045	K08967
Skemar94051	K12389
Skemar94057	K17427
Skemar94070	K15272
Skemar94071	K07901
Skemar94076	K13071
Skemar94078	K03715
Skemar94106	K14833
Skemar94107	K13181
Skemar94108	K02202
Skemar94126	K00863
Skemar94129	K01883
Skemar94131	K01474
Skemar94134	K09503
Skemar94143	K00913
Skemar94147	K13125
Skemar94148	K10866
Skemar94159	K09500
Skemar94175	K15437
Skemar94176	K02136
Skemar94211	K14574
Skemar94238	K03029
Skemar94247	K02887
Skemar94275	K00140
Skemar94283	K03963
Skemar94306	K00767
Skemar94307	K00939
Skemar94332	K14566
Skemar94339	K02879
Skemar94351	K01835
Skemar94352	K03009
Skemar94378	K06955
Skemar94411	K02537
Skemar94419	K03239
Skemar94421	K07937
Skemar94422	K03083
Skemar94431	K01265
Skemar94435	K03564
Skemar94437	K01845
Skemar94438	K08955
Skemar94441	K08819
Skemar94445	K01210
Skemar94447	K14548
Skemar94450	K10704
Skemar94455	K04488
Skemar94466	K08360
Skemar94477	K06883
Skemar94478	K03243
Skemar94483	K12900
Skemar94485	K01874
Skemar94494	K12606
Skemar94501	K12403
Skemar94525	K05542
Skemar94532	K08495
Skemar94540	K15732
Skemar94555	K15272
Skemar94563	K00133
Skemar94565	K15429
Skemar94566	K03016
Skemar94569	K01358
Skemar94589	K01669
Skemar94593	K10405
Skemar94599	K14455
Skemar94601	K09272
Skemar94602	K00873
Skemar94603	K11253
Skemar94616	K06693
Skemar94619	K12620
Skemar94627	K11253
Skemar94634	K12626
Skemar94637	K05288
Skemar94641	K03424
Skemar94644	K11839
Skemar94645	K03680
Skemar94648	K10599
Skemar94651	K03924
Skemar94668	K12180
Skemar94669	K03039
Skemar94670	K01011
Skemar94673	K01462
Skemar94674	K06875
Skemar94675	K07178
Skemar94676	K11204
Skemar94694	K03458
Skemar94698	K05609
Skemar94707	K03686
Skemar94714	K03251
Skemar94723	K01764
Skemar94727	K00819
Skemar94728	K00228
Skemar94746	K02955
Skemar94752	K14563
Skemar94763	K04079
Skemar94769	K09969
Skemar94776	K00262
Skemar94778	K16055
Skemar94786	K14787
Skemar94789	K10085
Skemar94797	K08057
Skemar94818	K15634
Skemar94823	K07509
Skemar94861	K03143
Skemar94867	K06634
Skemar94873	K07240
Skemar94910	K13348
Skemar94917	K05544
Skemar94931	K12391
Skemar94938	K03020
Skemar94943	K12850
Skemar94946	K01109
Skemar94993	K16465
Skemar95015	K07573
Skemar95041	K12191
Skemar95049	K06898
Skemar95067	K05673
Skemar95071	K00962
Skemar95075	K13811
Skemar95076	K10573
Skemar95084	K11279
Skemar95085	K03064
Skemar95086	K01676
Skemar95087	K11188
Skemar95088	K00164
Skemar95089	K01590
Skemar95096	K01410
Skemar95098	K01885
Skemar95100	K00784
Skemar95122	K05291
Skemar95133	K14564
Skemar95147	K05868
Skemar95148	K09568
Skemar95150	K02028
Skemar95195	K00933
Skemar95196	K03773
Skemar95200	K00435
Skemar95208	K10356
Skemar95233	K01883
Skemar95234	K02921
Skemar95243	K01520
Skemar95252	K02730
Skemar95257	K15287
Skemar95265	K12396
Skemar95277	K09458
Skemar95278	K13025
Skemar95279	K00472
Skemar95280	K07151
Skemar95281	K07562
Skemar95302	K14399
Skemar95308	K00472
Skemar95313	K00948
Skemar95315	K17267
Skemar95316	K10875
Skemar95335	K02736
Skemar95347	K11836
Skemar95349	K17361
Skemar95351	K09549
Skemar95352	K10798
Skemar95375	K03350
Skemar95376	K00898
Skemar95377	K14408
Skemar95380	K01915
Skemar95383	K02979
Skemar95398	K02293
Skemar95400	K14963
Skemar95404	K01836
Skemar95421	K14556
Skemar95423	K11786
Skemar95424	K14950
Skemar95434	K00993
Skemar95437	K04507
Skemar95440	K01183
Skemar95441	K01581
Skemar95442	K10756
Skemar95451	K05868
Skemar95476	K00809
Skemar95482	K00648
Skemar95499	K00326
Skemar95503	K13347
Skemar95506	K03015
Skemar95520	K00850
Skemar95525	K12385
Skemar95542	K14800
Skemar95563	K12862
Skemar95564	K07910
Skemar95565	K03011
Skemar95636	K00252
Skemar95642	K14559
Skemar95670	K02069
Skemar95678	K05955
Skemar95682	K10365
Skemar95708	K03259
Skemar95709	K11097
Skemar95715	K08142
Skemar95718	K03965
Skemar95719	K02867
Skemar95723	K12392
Skemar95733	K02260
Skemar95734	K02372
Skemar95735	K01899
Skemar95739	K03164
Skemar95746	K09540
Skemar95750	K09554
Skemar95762	K14792
Skemar95764	K05658
Skemar95767	K15281
Skemar95769	K11649
Skemar95774	K00939
Skemar95778	K03110
Skemar95781	K01733
Skemar95782	K01784
Skemar95788	K10808
Skemar95815	K00991
Skemar95827	K14404
Skemar95832	K00942
Skemar95836	K01078
Skemar95838	K03841
Skemar95844	K18170
Skemar95849	K01914
Skemar95852	K06678
Skemar95853	K14537
Skemar95864	K01887
Skemar95868	K00383
Skemar95871	K00784
Skemar95874	K01265
Skemar95875	K02984
Skemar95883	K00731
Skemar95885	K14652
Skemar95901	K17679
Skemar95915	K14297
Skemar95920	K14765
Skemar95928	K12826
Skemar95932	K01783
Skemar95934	K06636
Skemar95955	K17550
Skemar95972	K00799
Skemar95995	K12581
Skemar95998	K03294
Skemar96000	K00428
Skemar96001	K01099
Skemar96007	K02331
Skemar96011	K01886
Skemar96015	K06062
Skemar96026	K02953
Skemar96036	K02133
Skemar96037	K00820
Skemar96038	K06171
Skemar96044	K12304
Skemar96049	K03648
Skemar96051	K06944
Skemar96055	K01090
Skemar96057	K03403
Skemar96067	K01889
Skemar96069	K11838
Skemar96089	K00029
Skemar96095	K03769
Skemar96119	K03000
Skemar96128	K01853
Skemar96129	K00845
Skemar96147	K07300
Skemar96159	K06995
Skemar96168	K14050
Skemar96274	K14831
Skemar96304	K03125
Skemar96347	K08517
Skemar96353	K11088
Skemar96368	K13120
Skemar96383	K03941
Skemar96387	K10601
Skemar96388	K08776
Skemar96391	K02974
Skemar96393	K03037
Skemar96396	K15280
Skemar96398	K12373
Skemar96400	K10579
Skemar96411	K03028
Skemar96412	K02356
Skemar96413	K08637
Skemar96419	K00797
Skemar96420	K11099
Skemar96421	K02087
Skemar96422	K01868
Skemar96426	K03950
Skemar96427	K02727
Skemar96430	K18106
Skemar96435	K01759
Skemar96442	K05034
Skemar96447	K03035
Skemar96452	K14213
Skemar96461	K00854
Skemar96473	K02492
Skemar96477	K14842
Skemar96489	K07253
Skemar96493	K12834
Skemar96509	K12447
Skemar96510	K12483
Skemar96519	K14560
Skemar96520	K12618
Skemar96544	K01873
Skemar96554	K05662
Skemar96557	K17681
Skemar96562	K03644
Skemar96588	K11446
Skemar96615	K03238
Skemar96638	K14570
Skemar96641	K02437
Skemar96643	K15731
Skemar96664	K10610
Skemar96665	K12381
Skemar96681	K03018
Skemar96686	K08486
Skemar96688	K02866
Skemar96690	K06126
Skemar96696	K06269
Skemar96697	K10875
Skemar96702	K02918
Skemar96705	K01265
Skemar96711	K10591
Skemar96714	K17759
Skemar96715	K18048
Skemar96729	K01803
Skemar96730	K02915
Skemar96755	K01519
Skemar96756	K14786
Skemar96761	K14696
Skemar96807	K04457
Skemar96824	K14427
Skemar96868	K06287
Skemar96896	K14810
Skemar96903	K12627
Skemar96927	K12343
Skemar96945	K13237
Skemar96986	K11426
Skemar96988	K09539
Skemar97015	K01495
Skemar97036	K15109
Skemar97048	K01687
Skemar97053	K02987
Skemar97064	K06890
Skemar97070	K01626
Skemar97074	K09651
Skemar97077	K02996
Skemar97078	K01867
Skemar97082	K07735
Skemar97084	K03544
Skemar97094	K03152
Skemar97104	K17302
Skemar97109	K02134
Skemar97112	K11594
Skemar97116	K05016
Skemar97120	K01854
Skemar97124	K03008
Skemar97125	K08142
Skemar97128	K17768
Skemar97135	K03235
Skemar97146	K03885
Skemar97151	K12823
Skemar97163	K01881
Skemar97164	K01934
